"","fips","SCC","Pollutant","Emissions","type","year"
"4888422","24510","2104008070","PM25-PRI",83.55,"NONPOINT",2002
"4888426","24510","2104011000","PM25-PRI",1.61,"NONPOINT",2002
"4888430","24510","2294000000","PM25-PRI",26.06,"NONPOINT",2002
"4888434","24510","2302002100","PM25-PRI",24.77,"NONPOINT",2002
"4888437","24510","2302002200","PM25-PRI",143.04,"NONPOINT",2002
"4888441","24510","2302003100","PM25-PRI",28.14,"NONPOINT",2002
"4888444","24510","2302003200","PM25-PRI",2.92,"NONPOINT",2002
"4888492","24510","2601000000","PM25-PRI",18.13,"NONPOINT",2002
"4888496","24510","2610000100","PM25-PRI",0,"NONPOINT",2002
"4888500","24510","2610000400","PM25-PRI",0,"NONPOINT",2002
"4888504","24510","2610000500","PM25-PRI",215.35,"NONPOINT",2002
"4888508","24510","2610030000","PM25-PRI",0,"NONPOINT",2002
"4888513","24510","2801000003","PM25-PRI",347.59,"NONPOINT",2002
"4888516","24510","2810005000","PM25-PRI",0,"NONPOINT",2002
"4888520","24510","2810030000","PM25-PRI",13.48,"NONPOINT",2002
"4888524","24510","2810050000","PM25-PRI",10.17,"NONPOINT",2002
"4889769","24510","2102004000","PM25-PRI",2.46,"NONPOINT",2002
"4889855","24510","2102005000","PM25-PRI",8.98,"NONPOINT",2002
"4889859","24510","2102006000","PM25-PRI",0.67,"NONPOINT",2002
"4889863","24510","2102011000","PM25-PRI",0.35,"NONPOINT",2002
"4889913","24510","2104002000","PM25-PRI",10.2,"NONPOINT",2002
"4889917","24510","2104004000","PM25-PRI",22.82,"NONPOINT",2002
"4889921","24510","2104006000","PM25-PRI",3.11,"NONPOINT",2002
"4889925","24510","2104007000","PM25-PRI",0.06,"NONPOINT",2002
"6203526","24510","220100117B","PM25-PRI",0.01,"ON-ROAD",2002
"6203528","24510","220100117T","PM25-PRI",0.0042681471,"ON-ROAD",2002
"6203532","24510","220100117X","PM25-PRI",0.01,"ON-ROAD",2002
"6203535","24510","220100119B","PM25-PRI",0.01,"ON-ROAD",2002
"6203537","24510","220100119T","PM25-PRI",0.0064291857,"ON-ROAD",2002
"6203541","24510","220100119X","PM25-PRI",0.01,"ON-ROAD",2002
"6203544","24510","220100121B","PM25-PRI",0.0058187723,"ON-ROAD",2002
"6203546","24510","220100121T","PM25-PRI",0.002185234,"ON-ROAD",2002
"6203550","24510","220100121X","PM25-PRI",0.0066259081,"ON-ROAD",2002
"6203553","24510","220100123B","PM25-PRI",2.95,"ON-ROAD",2002
"6203555","24510","220100123T","PM25-PRI",1.11,"ON-ROAD",2002
"6203559","24510","220100123X","PM25-PRI",3.19,"ON-ROAD",2002
"6203562","24510","220100125B","PM25-PRI",0.41,"ON-ROAD",2002
"6203564","24510","220100125T","PM25-PRI",0.15,"ON-ROAD",2002
"6203568","24510","220100125X","PM25-PRI",0.45,"ON-ROAD",2002
"6203571","24510","220100127B","PM25-PRI",3.53,"ON-ROAD",2002
"6203573","24510","220100127T","PM25-PRI",1.32,"ON-ROAD",2002
"6203577","24510","220100127X","PM25-PRI",4.23,"ON-ROAD",2002
"6203580","24510","220100129B","PM25-PRI",2.2,"ON-ROAD",2002
"6203582","24510","220100129T","PM25-PRI",0.82,"ON-ROAD",2002
"6203586","24510","220100129X","PM25-PRI",2.64,"ON-ROAD",2002
"6203589","24510","220100131B","PM25-PRI",0.65,"ON-ROAD",2002
"6203591","24510","220100131T","PM25-PRI",0.24,"ON-ROAD",2002
"6203595","24510","220100131X","PM25-PRI",0.78,"ON-ROAD",2002
"6203598","24510","220100133B","PM25-PRI",1.05,"ON-ROAD",2002
"6203600","24510","220100133T","PM25-PRI",0.39,"ON-ROAD",2002
"6203604","24510","220100133X","PM25-PRI",1.39,"ON-ROAD",2002
"6203607","24510","220102017B","PM25-PRI",0.007416567,"ON-ROAD",2002
"6203609","24510","220102017T","PM25-PRI",0.0027785913,"ON-ROAD",2002
"6203613","24510","220102017X","PM25-PRI",0.0095158695,"ON-ROAD",2002
"6203616","24510","220102019B","PM25-PRI",0.01,"ON-ROAD",2002
"6203618","24510","220102019T","PM25-PRI",0.0041847819,"ON-ROAD",2002
"6203622","24510","220102019X","PM25-PRI",0.01,"ON-ROAD",2002
"6203625","24510","220102021B","PM25-PRI",0.0037984154,"ON-ROAD",2002
"6203627","24510","220102021T","PM25-PRI",0.0014230633,"ON-ROAD",2002
"6203631","24510","220102021X","PM25-PRI",0.0050188399,"ON-ROAD",2002
"6203634","24510","220102023B","PM25-PRI",1.92,"ON-ROAD",2002
"6203636","24510","220102023T","PM25-PRI",0.72,"ON-ROAD",2002
"6203640","24510","220102023X","PM25-PRI",2.48,"ON-ROAD",2002
"6203643","24510","220102025B","PM25-PRI",0.27,"ON-ROAD",2002
"6203645","24510","220102025T","PM25-PRI",0.1,"ON-ROAD",2002
"6203649","24510","220102025X","PM25-PRI",0.35,"ON-ROAD",2002
"6203652","24510","220102027B","PM25-PRI",2.3,"ON-ROAD",2002
"6203654","24510","220102027T","PM25-PRI",0.86,"ON-ROAD",2002
"6203658","24510","220102027X","PM25-PRI",3.13,"ON-ROAD",2002
"6203661","24510","220102029B","PM25-PRI",1.44,"ON-ROAD",2002
"6203663","24510","220102029T","PM25-PRI",0.53,"ON-ROAD",2002
"6203667","24510","220102029X","PM25-PRI",1.95,"ON-ROAD",2002
"6203670","24510","220102031B","PM25-PRI",0.42,"ON-ROAD",2002
"6203672","24510","220102031T","PM25-PRI",0.16,"ON-ROAD",2002
"6203676","24510","220102031X","PM25-PRI",0.58,"ON-ROAD",2002
"6203679","24510","220102033B","PM25-PRI",0.68,"ON-ROAD",2002
"6203681","24510","220102033T","PM25-PRI",0.25,"ON-ROAD",2002
"6203685","24510","220102033X","PM25-PRI",0.98,"ON-ROAD",2002
"6203688","24510","220104017B","PM25-PRI",0.0025547758,"ON-ROAD",2002
"6203690","24510","220104017T","PM25-PRI",0.0009580249,"ON-ROAD",2002
"6203694","24510","220104017X","PM25-PRI",0.0041587997,"ON-ROAD",2002
"6203697","24510","220104019B","PM25-PRI",0.0038504704,"ON-ROAD",2002
"6203699","24510","220104019T","PM25-PRI",0.0014439022,"ON-ROAD",2002
"6203703","24510","220104019X","PM25-PRI",0.0063773859,"ON-ROAD",2002
"6203706","24510","220104021B","PM25-PRI",0.0013085064,"ON-ROAD",2002
"6203708","24510","220104021T","PM25-PRI",0.0004906817,"ON-ROAD",2002
"6203712","24510","220104021X","PM25-PRI",0.0021672288,"ON-ROAD",2002
"6203715","24510","220104023B","PM25-PRI",0.66,"ON-ROAD",2002
"6203717","24510","220104023T","PM25-PRI",0.24,"ON-ROAD",2002
"6203721","24510","220104023X","PM25-PRI",1.08,"ON-ROAD",2002
"6203724","24510","220104025B","PM25-PRI",0.09,"ON-ROAD",2002
"6203726","24510","220104025T","PM25-PRI",0.03,"ON-ROAD",2002
"6203730","24510","220104025X","PM25-PRI",0.15,"ON-ROAD",2002
"6203733","24510","220104027B","PM25-PRI",0.79,"ON-ROAD",2002
"6203735","24510","220104027T","PM25-PRI",0.29,"ON-ROAD",2002
"6203739","24510","220104027X","PM25-PRI",1.33,"ON-ROAD",2002
"6203742","24510","220104029B","PM25-PRI",0.49,"ON-ROAD",2002
"6203744","24510","220104029T","PM25-PRI",0.18,"ON-ROAD",2002
"6203748","24510","220104029X","PM25-PRI",0.83,"ON-ROAD",2002
"6203751","24510","220104031B","PM25-PRI",0.14,"ON-ROAD",2002
"6203753","24510","220104031T","PM25-PRI",0.05,"ON-ROAD",2002
"6203757","24510","220104031X","PM25-PRI",0.24,"ON-ROAD",2002
"6203760","24510","220104033B","PM25-PRI",0.23,"ON-ROAD",2002
"6203762","24510","220104033T","PM25-PRI",0.08,"ON-ROAD",2002
"6203766","24510","220104033X","PM25-PRI",0.41,"ON-ROAD",2002
"6203769","24510","220107017B","PM25-PRI",0.0005447852,"ON-ROAD",2002
"6203771","24510","220107017T","PM25-PRI",0.0002238227,"ON-ROAD",2002
"6203775","24510","220107017X","PM25-PRI",0.0063873518,"ON-ROAD",2002
"6203778","24510","220107019B","PM25-PRI",0.0007506884,"ON-ROAD",2002
"6203780","24510","220107019T","PM25-PRI",0.0003083914,"ON-ROAD",2002
"6203784","24510","220107019X","PM25-PRI",0.0088013468,"ON-ROAD",2002
"6203787","24510","220107021B","PM25-PRI",0.0002251183,"ON-ROAD",2002
"6203789","24510","220107021T","PM25-PRI",9.24501e-05,"ON-ROAD",2002
"6203793","24510","220107021X","PM25-PRI",0.0026393421,"ON-ROAD",2002
"6203796","24510","220107023B","PM25-PRI",0.11,"ON-ROAD",2002
"6203798","24510","220107023T","PM25-PRI",0.04,"ON-ROAD",2002
"6203802","24510","220107023X","PM25-PRI",1.29,"ON-ROAD",2002
"6203805","24510","220107025B","PM25-PRI",0.0082553677,"ON-ROAD",2002
"6203807","24510","220107025T","PM25-PRI",0.0033916917,"ON-ROAD",2002
"6203811","24510","220107025X","PM25-PRI",0.09,"ON-ROAD",2002
"6203814","24510","220107027B","PM25-PRI",0.1,"ON-ROAD",2002
"6203816","24510","220107027T","PM25-PRI",0.04,"ON-ROAD",2002
"6203820","24510","220107027X","PM25-PRI",1.27,"ON-ROAD",2002
"6203823","24510","220107029B","PM25-PRI",0.06,"ON-ROAD",2002
"6203825","24510","220107029T","PM25-PRI",0.02,"ON-ROAD",2002
"6203829","24510","220107029X","PM25-PRI",0.71,"ON-ROAD",2002
"6203832","24510","220107031B","PM25-PRI",0.02,"ON-ROAD",2002
"6203834","24510","220107031T","PM25-PRI",0.0086587332,"ON-ROAD",2002
"6203838","24510","220107031X","PM25-PRI",0.24,"ON-ROAD",2002
"6203841","24510","220107033B","PM25-PRI",0.04,"ON-ROAD",2002
"6203843","24510","220107033T","PM25-PRI",0.01,"ON-ROAD",2002
"6203847","24510","220107033X","PM25-PRI",0.55,"ON-ROAD",2002
"6203850","24510","220108017B","PM25-PRI",0.0002385814,"ON-ROAD",2002
"6203852","24510","220108017T","PM25-PRI",4.48407e-05,"ON-ROAD",2002
"6203856","24510","220108017X","PM25-PRI",0.0006558844,"ON-ROAD",2002
"6203859","24510","220108019B","PM25-PRI",0.000128947,"ON-ROAD",2002
"6203861","24510","220108019T","PM25-PRI",2.42352e-05,"ON-ROAD",2002
"6203865","24510","220108019X","PM25-PRI",0.000357247,"ON-ROAD",2002
"6203868","24510","220108021B","PM25-PRI",0.000128947,"ON-ROAD",2002
"6203870","24510","220108021T","PM25-PRI",2.42352e-05,"ON-ROAD",2002
"6203874","24510","220108021X","PM25-PRI",0.000357247,"ON-ROAD",2002
"6203877","24510","220108023B","PM25-PRI",0.05,"ON-ROAD",2002
"6203879","24510","220108023T","PM25-PRI",0.01,"ON-ROAD",2002
"6203883","24510","220108023X","PM25-PRI",0.15,"ON-ROAD",2002
"6203886","24510","220108025B","PM25-PRI",0.0014615223,"ON-ROAD",2002
"6203888","24510","220108025T","PM25-PRI",0.0002747518,"ON-ROAD",2002
"6203892","24510","220108025X","PM25-PRI",0.0040184911,"ON-ROAD",2002
"6203895","24510","220108027B","PM25-PRI",0.01,"ON-ROAD",2002
"6203897","24510","220108027T","PM25-PRI",0.0035031646,"ON-ROAD",2002
"6203901","24510","220108027X","PM25-PRI",0.05,"ON-ROAD",2002
"6203904","24510","220108029B","PM25-PRI",0.01,"ON-ROAD",2002
"6203906","24510","220108029T","PM25-PRI",0.0019071438,"ON-ROAD",2002
"6203910","24510","220108029X","PM25-PRI",0.02,"ON-ROAD",2002
"6203913","24510","220108031B","PM25-PRI",0.0060180689,"ON-ROAD",2002
"6203915","24510","220108031T","PM25-PRI",0.0011313564,"ON-ROAD",2002
"6203919","24510","220108031X","PM25-PRI",0.01,"ON-ROAD",2002
"6203922","24510","220108033B","PM25-PRI",0.0068348068,"ON-ROAD",2002
"6203924","24510","220108033T","PM25-PRI",0.0012848976,"ON-ROAD",2002
"6203928","24510","220108033X","PM25-PRI",0.01,"ON-ROAD",2002
"6203931","24510","223000117B","PM25-PRI",3.00316e-05,"ON-ROAD",2002
"6203933","24510","223000117T","PM25-PRI",1.12718e-05,"ON-ROAD",2002
"6203936","24510","223000117X","PM25-PRI",0.0010904539,"ON-ROAD",2002
"6203939","24510","223000119B","PM25-PRI",4.29022e-05,"ON-ROAD",2002
"6203941","24510","223000119T","PM25-PRI",1.61026e-05,"ON-ROAD",2002
"6203944","24510","223000119X","PM25-PRI",0.0015577915,"ON-ROAD",2002
"6203947","24510","223000121B","PM25-PRI",1.50452e-05,"ON-ROAD",2002
"6203949","24510","223000121T","PM25-PRI",5.6469494e-06,"ON-ROAD",2002
"6203952","24510","223000121X","PM25-PRI",0.000546294,"ON-ROAD",2002
"6203955","24510","223000123B","PM25-PRI",0.0074050226,"ON-ROAD",2002
"6203957","24510","223000123T","PM25-PRI",0.0027793076,"ON-ROAD",2002
"6203960","24510","223000123X","PM25-PRI",0.26,"ON-ROAD",2002
"6203963","24510","223000125B","PM25-PRI",0.0010490028,"ON-ROAD",2002
"6203965","24510","223000125T","PM25-PRI",0.0003937194,"ON-ROAD",2002
"6203968","24510","223000125X","PM25-PRI",0.03,"ON-ROAD",2002
"6203971","24510","223000127B","PM25-PRI",0.0088465651,"ON-ROAD",2002
"6203973","24510","223000127T","PM25-PRI",0.0033203542,"ON-ROAD",2002
"6203976","24510","223000127X","PM25-PRI",0.32,"ON-ROAD",2002
"6203979","24510","223000129B","PM25-PRI",0.0055301757,"ON-ROAD",2002
"6203981","24510","223000129T","PM25-PRI",0.0020756239,"ON-ROAD",2002
"6203984","24510","223000129X","PM25-PRI",0.2,"ON-ROAD",2002
"6203987","24510","223000131B","PM25-PRI",0.0016452944,"ON-ROAD",2002
"6203989","24510","223000131T","PM25-PRI",0.0006175233,"ON-ROAD",2002
"6203992","24510","223000131X","PM25-PRI",0.05,"ON-ROAD",2002
"6203995","24510","223000133B","PM25-PRI",0.0026321185,"ON-ROAD",2002
"6203997","24510","223000133T","PM25-PRI",0.000987905,"ON-ROAD",2002
"6204000","24510","223000133X","PM25-PRI",0.09,"ON-ROAD",2002
"6204003","24510","223006017B","PM25-PRI",0.0001158591,"ON-ROAD",2002
"6204005","24510","223006017T","PM25-PRI",4.34206e-05,"ON-ROAD",2002
"6204008","24510","223006017X","PM25-PRI",0.0031952443,"ON-ROAD",2002
"6204011","24510","223006019B","PM25-PRI",0.0001737593,"ON-ROAD",2002
"6204013","24510","223006019T","PM25-PRI",6.512e-05,"ON-ROAD",2002
"6204016","24510","223006019X","PM25-PRI",0.0047920388,"ON-ROAD",2002
"6204019","24510","223006021B","PM25-PRI",5.5784e-05,"ON-ROAD",2002
"6204021","24510","223006021T","PM25-PRI",2.09062e-05,"ON-ROAD",2002
"6204024","24510","223006021X","PM25-PRI",0.0015384262,"ON-ROAD",2002
"6204027","24510","223006023B","PM25-PRI",0.02,"ON-ROAD",2002
"6204029","24510","223006023T","PM25-PRI",0.01,"ON-ROAD",2002
"6204032","24510","223006023X","PM25-PRI",0.81,"ON-ROAD",2002
"6204035","24510","223006025B","PM25-PRI",0.0042095644,"ON-ROAD",2002
"6204037","24510","223006025T","PM25-PRI",0.0015775673,"ON-ROAD",2002
"6204040","24510","223006025X","PM25-PRI",0.11,"ON-ROAD",2002
"6204043","24510","223006027B","PM25-PRI",0.03,"ON-ROAD",2002
"6204045","24510","223006027T","PM25-PRI",0.01,"ON-ROAD",2002
"6204048","24510","223006027X","PM25-PRI",0.97,"ON-ROAD",2002
"6204051","24510","223006029B","PM25-PRI",0.02,"ON-ROAD",2002
"6204053","24510","223006029T","PM25-PRI",0.0083107536,"ON-ROAD",2002
"6204056","24510","223006029X","PM25-PRI",0.61,"ON-ROAD",2002
"6204059","24510","223006031B","PM25-PRI",0.0065997062,"ON-ROAD",2002
"6204061","24510","223006031T","PM25-PRI",0.0024732855,"ON-ROAD",2002
"6204064","24510","223006031X","PM25-PRI",0.18,"ON-ROAD",2002
"6204067","24510","223006033B","PM25-PRI",0.0072090416,"ON-ROAD",2002
"6204069","24510","223006033T","PM25-PRI",0.0027016382,"ON-ROAD",2002
"6204072","24510","223006033X","PM25-PRI",0.19,"ON-ROAD",2002
"6204075","24510","223007117B","PM25-PRI",0.0001416678,"ON-ROAD",2002
"6204077","24510","223007117T","PM25-PRI",5.30984e-05,"ON-ROAD",2002
"6204080","24510","223007117X","PM25-PRI",0.0044746195,"ON-ROAD",2002
"6204083","24510","223007119B","PM25-PRI",0.0001910663,"ON-ROAD",2002
"6204085","24510","223007119T","PM25-PRI",7.16135e-05,"ON-ROAD",2002
"6204088","24510","223007119X","PM25-PRI",0.0060348856,"ON-ROAD",2002
"6204091","24510","223007121B","PM25-PRI",5.79844e-05,"ON-ROAD",2002
"6204093","24510","223007121T","PM25-PRI",2.17331e-05,"ON-ROAD",2002
"6204096","24510","223007121X","PM25-PRI",0.0018314549,"ON-ROAD",2002
"6204099","24510","223007123B","PM25-PRI",0.02,"ON-ROAD",2002
"6204101","24510","223007123T","PM25-PRI",0.01,"ON-ROAD",2002
